USER_CODE,BTH_YR,GENDER,AGE
730262,1983,1,39
755060,1978,2,44
1871978,1973,2,49
509983,1974,2,48
798924,1968,1,54
26797,1984,1,38
1137991,1992,2,30
1311791,1990,2,32
1919049,1964,2,58
1227409,1978,1,44
1178391,1978,2,44
1490152,1998,2,24
99945,1965,2,57
334093,1991,1,31
1758319,2005,1,17
1132808,1963,2,59
589461,1978,2,44
23410,1984,2,38
1933852,1965,1,57
441195,1958,2,64
245788,1977,1,45
1542210,1967,1,55
1625677,1982,1,40
1328664,1971,1,51
583908,1995,2,27
767753,1965,2,57
347143,2010,2,12
1673169,1980,1,42
298547,1980,1,42
522427,1985,2,37
1092512,1963,1,59
773473,1966,1,56
653997,1959,2,63
690067,1990,2,32
1120298,1959,2,63
1161016,1966,1,56
1006709,1980,2,42
439659,1981,1,41
1422488,1991,1,31
649610,1989,1,33
416304,1974,1,48
435096,2006,2,16
824607,1986,2,36
937471,1986,1,36
347819,1994,2,28
1486418,1977,2,45
360624,1988,2,34
1198780,1977,2,45
1190316,1988,1,34
1653930,1963,1,59
1319092,1993,1,29
778921,1973,2,49
630394,1987,1,35
822137,1981,2,41
1051822,1965,1,57
1707098,1985,2,37
362858,1960,1,62
1651071,1979,2,43
694778,1974,1,48
736453,1980,1,42
1419885,1969,2,53
1247148,1988,1,34
329297,1987,2,35
1945250,1997,2,25
1801757,2000,2,22
1179926,1972,2,50
804168,1974,1,48
1055631,1990,1,32
1201323,1987,1,35
914854,1998,1,24
1743735,1976,2,46
1101345,1961,1,61
1697635,1970,2,52
1274923,1958,1,64
980467,1971,1,51
951507,1961,1,61
143934,1982,1,40
33800,1971,1,51
85802,2003,1,19
1948408,1963,2,59
731058,1977,2,45
1580705,1977,1,45
1423692,1987,2,35
670551,1967,2,55
1121259,1975,1,47
218657,1996,2,26
958371,1993,2,29
228364,1987,2,35
1394184,1986,2,36
256433,2007,2,15
782403,1994,1,28
752277,1995,1,27
1274561,2000,1,22
1285137,1966,2,56
1148213,1994,1,28
1459667,1988,2,34
911128,1980,2,42
63657,1973,1,49
782563,1990,1,32
39673,1958,1,64
1799958,1971,2,51
223929,1986,2,36
1033718,1964,2,58
70914,1993,1,29
1775575,1984,1,38
1550016,1960,1,62
180245,1973,1,49
1266751,1965,2,57
1873822,1993,2,29
1419832,1979,1,43
1617826,2006,2,16
565321,1967,2,55
10023,1993,2,29
609884,1965,2,57
239396,1979,1,43
1340728,1966,1,56
603677,1975,2,47
1937164,1997,2,25
979381,1981,2,41
833876,1974,2,48
546824,1989,2,33
18519,1978,1,44
1714696,1999,2,23
1498891,1972,1,50
257748,1967,1,55
1429568,1997,1,25
1633706,1975,2,47
1110839,1989,1,33
1877435,1995,2,27
1174187,1998,1,24
778896,1966,2,56
1624052,1981,2,41
344811,1987,2,35
1273987,1983,1,39
169088,1976,2,46
1085850,2010,1,12
1072604,1983,1,39
1882042,1979,1,43
1131261,1990,2,32
1514989,1977,1,45
1488607,1978,2,44
1382346,1968,1,54
385358,1993,1,29
152256,1979,2,43
1444691,1971,1,51
648536,1990,2,32
835078,1984,2,38
227998,1999,2,23
1421065,1976,2,46
677995,1965,1,57
103396,2000,2,22
1090138,1990,2,32
492781,2003,2,19
1873048,1991,1,31
1357113,1981,2,41
862046,1967,1,55
1922674,1977,2,45
820738,1986,1,36
1511085,1965,2,57
1402973,1995,1,27
146944,1984,2,38
417913,1994,2,28
1781714,1978,2,44
1073905,1992,2,30
11217,1958,1,64
1316769,1986,2,36
1332973,1968,1,54
541778,1993,1,29
78036,1969,1,53
926356,1991,2,31
549644,1975,1,47
91917,1984,1,38
1026838,1989,2,33
690064,1971,2,51
250336,1978,1,44
1139075,1973,1,49
1629227,1993,1,29
766014,1990,1,32
1735627,1970,1,52
1585820,1983,1,39
1349717,1978,2,44
1049796,1980,1,42
472094,1967,1,55
560789,1995,1,27
546460,1993,2,29
572333,1991,2,31
1761066,1990,1,32
132012,1991,1,31
1059083,1983,1,39
337182,1979,1,43
726497,1964,1,58
1078301,1985,1,37
1505664,1989,1,33
707856,1988,1,34
377338,1974,2,48
1531011,1996,1,26
1079396,1965,2,57
645949,1960,1,62
383838,1979,1,43
1101960,1994,1,28
671453,1990,1,32
1402563,1968,1,54
1060301,1964,1,58
1889966,1997,1,25
1301606,1973,2,49
744594,1994,2,28
1160473,1974,2,48
1557237,1966,1,56
3785,2001,2,21
706789,1985,2,37
70386,1962,1,60
1292440,1982,2,40
1537522,1966,2,56
595138,1969,1,53
336978,1964,1,58
1916796,1969,2,53
1808155,1972,2,50
1780758,1976,2,46
1145042,1992,2,30
925578,1972,2,50
114260,1995,2,27
1850965,1996,2,26
109626,1985,1,37
646437,1977,1,45
672539,1962,2,60
1067054,1996,2,26
818007,1957,2,65
1055490,1995,2,27
18731,1979,2,43
100682,1992,2,30
46259,1996,1,26
1224150,1988,2,34
281841,1967,2,55
305024,1981,2,41
1156325,1958,2,64
1275468,1986,1,36
1186446,1969,1,53
1038266,1972,2,50
1835740,1982,2,40
31762,1996,1,26
1948674,2002,1,20
1470344,1981,1,41
606125,1995,1,27
44164,1995,2,27
686438,1987,2,35
28696,1975,2,47
592361,2007,2,15
189244,1993,2,29
1568738,1986,1,36
428129,1990,1,32
512679,1960,2,62
606654,2004,1,18
663300,1964,2,58
1069003,2003,2,19
362404,1990,2,32
1251627,1976,1,46
1607036,1986,1,36
889618,1989,1,33
1370558,1986,2,36
1889732,1966,2,56
990389,1993,1,29
1131785,1983,1,39
764971,1973,1,49
1044501,1978,1,44
1040148,1981,1,41
299287,1988,1,34
1513583,1983,1,39
1086999,1987,1,35
1187313,1987,2,35
1465557,1959,1,63
1015623,1965,2,57
1913082,1987,2,35
1408858,1979,2,43
745201,1990,1,32
1857039,1969,1,53
619965,1982,1,40
394618,1960,2,62
640276,1996,1,26
1233084,1991,2,31
433303,1996,1,26
1915787,1966,1,56
640253,1994,2,28
1770037,1964,1,58
1452929,1977,1,45
443930,1960,2,62
1054040,1974,1,48
1203035,1996,2,26
775649,1993,1,29
1489573,1987,2,35
1202444,1962,2,60
900927,1987,2,35
196519,1985,2,37
1024788,1985,2,37
870012,2010,1,12
1263069,1977,1,45
865771,1963,1,59
1632244,1960,2,62
1530247,1972,2,50
878235,1971,1,51
187707,1975,1,47
55373,1995,1,27
344202,1999,2,23
380857,1987,2,35
1671707,1988,2,34
764293,1972,1,50
414415,1970,2,52
1646976,1992,2,30
1192887,2006,1,16
1296517,1974,1,48
1229036,1988,1,34
492560,1989,1,33
1268544,1971,1,51
1777880,1960,2,62
1847284,1990,1,32
961314,1983,1,39
1191314,1960,2,62
1076978,1988,2,34
1615307,1978,1,44
1948236,1996,2,26
1718745,1970,2,52
370190,1977,1,45
1189774,1964,1,58
1535621,1981,2,41
742330,1982,1,40
1816531,1962,2,60
597679,1969,1,53
268648,1996,1,26
637466,1957,2,65
817083,1972,1,50
889716,1967,1,55
1012504,1958,1,64
1849139,1997,2,25
239014,1991,1,31
285836,1972,2,50
605299,1992,1,30
1710649,1976,1,46
1701048,1990,1,32
1772391,1991,2,31
1289897,1991,1,31
160260,2000,1,22
71967,2008,1,14
899919,1992,2,30
1873115,1997,1,25
270351,1991,1,31
1626944,1967,1,55
121830,1989,2,33
1527635,1996,2,26
1776178,1993,1,29
1088317,1992,2,30
1317771,1984,1,38
1616657,1966,1,56
1518486,1989,2,33
677324,1981,2,41
82047,1980,2,42
1254396,1982,2,40
1497235,1985,2,37
1558217,1976,2,46
479646,1990,2,32
795267,1984,2,38
1778906,1961,1,61
327536,1970,2,52
927462,1967,2,55
1957740,1962,1,60
739209,1970,2,52
1835514,1988,2,34
1192087,1961,1,61
1504820,1998,1,24
1791483,1969,1,53
741629,1975,2,47
615984,1972,1,50
78129,1975,2,47
1549682,1997,1,25
1244149,2010,2,12
1004849,1996,2,26
870349,1986,1,36
1489219,1997,1,25
1088962,1978,2,44
834372,1968,2,54
171353,1964,1,58
939104,1989,1,33
553282,1981,2,41
765173,1969,1,53
421191,1982,1,40
1739908,1983,2,39
472834,1996,2,26
1705099,1999,2,23
1678461,1996,2,26
1455477,1983,1,39
1783429,1975,1,47
1451206,1982,2,40
1835627,1981,2,41
1011432,1994,2,28
478962,1972,2,50
328152,1968,1,54
925248,1966,2,56
1381406,1996,2,26
115434,1978,2,44
1631808,1963,2,59
447230,1959,2,63
523293,1987,2,35
1625956,1977,2,45
736735,1961,1,61
1085763,1985,2,37
1822417,1975,1,47
1870674,1974,1,48
710849,1964,2,58
1860601,1996,2,26
1884783,1998,2,24
768486,1972,2,50
320311,1987,2,35
1774927,1981,2,41
1202330,1993,1,29
309329,1996,2,26
795541,1959,2,63
111058,1996,2,26
319423,2007,1,15
634550,2002,2,20
201777,1992,2,30
760632,1989,1,33
1834232,1972,1,50
262610,1982,1,40
800217,2010,2,12
123586,1961,1,61
1428702,1959,1,63
296501,1989,1,33
630054,1970,1,52
224181,1968,1,54
1683367,1961,2,61
1622038,1968,2,54
1302319,1970,1,52
1179186,1989,2,33
1268027,2005,1,17
452705,1983,1,39
1266057,1992,1,30
852395,1986,1,36
1586933,1990,2,32
1010347,1999,2,23
1575349,1984,1,38
596104,1964,2,58
346752,1978,2,44
535084,1972,1,50
694407,1979,1,43
308406,1982,2,40
1917101,1988,2,34
1493216,1977,1,45
894744,1964,2,58
1317728,1978,2,44
981086,1971,2,51
843508,1978,1,44
1507183,1996,1,26
684060,1982,2,40
561229,1981,2,41
1654986,1991,1,31
993430,1988,2,34
1537331,1984,1,38
1632196,1966,2,56
1254812,1973,2,49
592907,1974,1,48
768233,1996,2,26
51353,1965,2,57
305491,1987,1,35
1573806,1995,2,27
1370937,1981,1,41
1935108,1990,2,32
1043785,1984,1,38
1123493,1964,1,58
1420099,2002,1,20
449686,1978,1,44
1149873,1978,2,44
881822,1999,2,23
958675,1997,2,25
692502,1980,2,42
614174,1977,2,45
1491414,1990,2,32
1383012,1995,2,27
555063,1987,2,35
1058596,1977,1,45
1225148,1989,2,33
