CONTRACT_PK,USER_CODE,GIS_CD,CT_PY_AMT,CT_PY_PD,CT_CHNL_CD,INSU_DAY,INSU_YEAR,MGG_GRP
1886,609884,21,56,5,6,1826,5,A95
1887,609884,21,48,5,6,1826,5,A95
1888,239396,11,36,5,6,1826,5,A95
1889,1340728,11,52,10,1,3652,10,A95
1890,603677,31,25,5,3,1826,5,A95
1891,603677,31,25,5,3,1826,5,A95
1892,1937164,22,40,10,6,3652,10,A95
1893,979381,38,27,10,1,3653,11,A95
1894,833876,23,72,5,3,1826,5,A95
1895,546824,31,29,10,6,3653,11,A95
1896,18519,34,17,5,5,1827,6,A95
1897,1714696,23,10,5,5,3652,10,A95
1898,1498891,35,44,5,6,1827,6,A95
1899,1498891,35,37,5,6,1826,5,A95
1900,257748,36,44,5,6,1827,6,A95
1901,257748,36,31,5,6,1826,5,A95
1902,1429568,21,29,10,6,3653,11,A95
1903,1429568,21,29,5,3,1826,5,A95
1904,1633706,11,34,5,3,1827,6,A95
1905,1110839,23,43,10,1,3652,10,A95
1906,1877435,31,39,10,6,3653,11,A95
1907,1877435,31,23,10,6,3653,11,A95
1908,1174187,21,63,15,1,5479,16,A95
1909,778896,31,59,10,1,3653,11,A95
1910,1624052,11,33,10,3,3652,10,A95
1911,344811,24,15,10,6,3652,10,A95
1912,1273987,31,15,5,4,1827,6,A95
1913,1273987,31,14,5,4,1826,5,A95
1914,169088,25,39,10,6,3652,10,A95
1915,1085850,31,35,20,1,26298,73,A95
1916,1072604,31,29,10,6,3653,11,A95
1917,1882042,23,17,5,5,3652,10,A95
1918,1131261,37,28,10,6,3652,10,A95
1919,1514989,31,39,10,6,3653,11,A95
1920,1514989,31,17,10,6,3653,11,A95
1921,1514989,31,28,10,6,3652,10,A95
1922,1488607,34,30,5,6,1827,6,A95
1923,1488607,34,35,5,6,1826,5,A95
1924,1382346,11,66,10,1,3653,11,A95
1925,385358,38,31,10,99,20819,58,A95
1926,152256,33,27,10,3,3652,10,A95
1927,1444691,37,39,20,4,7305,21,A95
1928,648536,11,32,10,6,3653,11,A95
1929,835078,38,24,15,1,5479,16,A95
1930,227998,31,33,15,1,5479,16,A95
1931,1421065,31,27,10,6,3652,10,A95
1932,677995,11,58,5,6,1827,6,A95
1933,677995,11,41,5,6,1826,5,A95
1934,103396,21,20,10,1,3653,11,A95
1935,1090138,31,18,10,6,3652,10,A95
1936,492781,35,11,5,1,3653,11,A95
1937,492781,35,8,5,1,1826,5,A95
1938,1873048,31,40,10,6,3653,11,A95
1939,1357113,34,21,5,1,3652,10,A95
1940,862046,31,39,10,6,3652,10,A95
1941,1922674,11,20,30,1,10958,31,A95
1942,820738,31,30,5,3,1826,5,A95
1943,1511085,23,29,10,3,3652,10,A95
1944,1511085,23,24,10,3,3652,10,A95
1945,1402973,31,47,20,3,21550,60,A95
1946,146944,37,22,10,4,3653,11,A95
1947,417913,31,45,10,6,3653,11,A95
1948,1781714,23,27,10,1,13149,37,A95
1949,1073905,23,30,10,6,3653,11,A95
1950,11217,31,39,5,3,1827,6,A95
1951,1316769,31,38,5,3,1826,5,A95
1952,1332973,31,27,10,1,3653,11,A95
1953,541778,31,34,10,2,18993,53,A95
1954,78036,21,72,5,6,1826,5,A95
1955,78036,21,63,5,6,1827,6,A95
1956,926356,22,47,10,1,3653,11,A95
1957,549644,31,30,10,6,3653,11,A95
1958,91917,33,57,10,6,3653,11,A95
1959,1026838,11,22,10,3,3652,10,A95
1960,690064,31,31,10,6,3653,11,A95
1961,250336,34,45,15,1,5479,16,A95
1962,1139075,38,66,10,2,12784,36,A95
1963,1629227,38,27,5,4,1827,6,A95
1964,766014,31,30,10,6,3653,11,A95
1965,1735627,31,56,15,6,5479,16,A95
1966,1585820,34,31,10,6,3652,10,A95
1967,1585820,34,17,5,6,1826,5,A95
1968,1349717,31,28,15,6,5479,16,A95
1969,1049796,31,18,5,6,1827,6,A95
1970,472094,25,24,10,6,3653,11,A95
1971,560789,33,22,10,6,19359,54,A95
1972,560789,33,26,10,6,3653,11,A95
1973,546460,33,32,5,6,1826,5,A95
1974,546460,33,33,5,6,1827,6,A95
1975,572333,11,27,10,6,3653,11,A95
1976,572333,11,10,10,6,3653,11,A95
1977,1761066,11,44,10,1,3653,11,A95
1978,132012,31,34,15,6,5479,16,A95
1979,1059083,22,41,10,6,3652,10,A95
1980,337182,21,5,10,6,3652,10,A95
1981,337182,21,10,10,6,3652,10,A95
1982,726497,11,34,10,6,3653,11,A95
1983,1078301,21,11,5,5,3652,10,A95
1984,1505664,36,9,10,6,3652,10,A95
1985,1505664,36,27,10,6,3653,11,A95
1986,707856,33,18,5,6,1827,6,A95
1987,707856,33,23,10,6,3652,10,A95
1988,707856,33,40,10,6,3653,11,A95
1989,707856,33,13,5,6,1826,5,A95
1990,707856,33,13,5,6,1827,6,A95
1991,377338,23,43,10,6,3653,11,A95
1992,1531011,32,23,5,4,1826,5,A95
1993,1079396,38,28,5,3,1826,5,A95
1994,1079396,38,28,5,3,1826,5,A95
1995,1079396,38,28,5,3,1826,5,A95
1996,1079396,38,28,5,3,1826,5,A95
1997,645949,34,63,5,6,1827,6,A95
1998,383838,22,27,5,6,1827,6,A95
1999,1101960,31,33,10,6,3653,11,A95
2000,671453,11,19,10,6,3653,11,A95
2001,671453,11,27,10,6,3653,11,A95
2002,1402563,11,35,5,4,1826,5,A95
2003,1402563,11,45,5,4,1827,6,A95
2004,1060301,31,82,5,4,1827,6,A95
2005,1889966,34,18,10,6,3653,11,A95
2006,1301606,33,53,10,2,3653,11,A95
2007,744594,31,14,5,4,1826,5,A95
2008,744594,31,14,5,4,1827,6,A95
2009,1160473,31,39,10,6,3653,11,A95
2010,1557237,23,20,10,6,3653,11,A95
2011,3785,11,12,10,6,3652,10,A95
2012,3785,11,39,10,6,3653,11,A95
2013,706789,23,30,5,3,1827,6,A95
2014,706789,23,20,10,6,3652,10,A95
2015,70386,25,86,10,6,3652,10,A95
2016,1292440,24,35,10,6,3653,11,A95
2017,1292440,24,18,10,6,3652,10,A95
2018,1537522,38,26,10,6,3652,10,A95
2019,1537522,38,7,10,6,3653,11,A95
2020,595138,21,52,10,1,3653,11,A95
2021,336978,24,47,10,6,3653,11,A95
2022,1916796,31,55,5,1,1826,5,A95
2023,1808155,21,38,5,6,1827,6,A95
2024,1780758,31,33,5,6,1826,5,A95
2025,1145042,21,13,5,1,1826,5,A95
2026,925578,31,10,5,6,1826,5,A95
2027,114260,23,26,10,6,3653,11,A95
2028,1850965,22,9,10,6,3653,11,A95
2029,1850965,22,3,10,6,3653,11,A95
2030,1850965,22,29,10,6,3653,11,A95
2031,109626,23,17,5,6,1826,5,A95
2032,646437,21,36,10,6,3653,11,A95
2033,672539,25,53,5,6,1826,5,A95
2034,672539,25,53,5,6,1826,5,A95
2035,1067054,33,22,5,5,1826,5,A95
2036,818007,37,42,10,6,3652,10,A95
2037,1055490,11,35,10,3,3652,10,A95
2038,18731,31,25,5,6,1826,5,A95
2039,100682,36,27,10,6,3652,10,A95
2040,46259,21,24,15,6,5479,16,A95
2041,1224150,21,8,5,1,1826,5,A95
2042,1224150,21,12,5,1,3652,10,A95
2043,281841,35,27,10,6,3653,11,A95
2044,305024,39,45,15,1,5479,16,A95
2045,1156325,32,24,10,6,3652,10,A95
2046,1156325,32,23,10,6,3652,10,A95
2047,1156325,32,30,10,6,3653,11,A95
2048,1275468,38,9,5,1,1826,5,A95
2049,1275468,38,11,5,1,1826,5,A95
2050,1186446,34,33,10,6,3652,10,A95
2051,1038266,25,47,5,3,1827,6,A95
2052,1038266,25,36,5,3,1826,5,A95
2053,1835740,31,28,20,1,12053,33,A95
2054,31762,38,24,10,6,3652,10,A95
2055,31762,38,42,10,6,3653,11,A95
2056,1948674,31,22,5,6,1826,5,A95
2057,1948674,31,24,5,6,1826,5,A95
2058,1470344,31,42,10,6,16436,46,A95
2059,606125,38,22,10,6,3653,11,A95
2060,44164,33,23,10,3,3653,11,A95
2061,686438,24,26,5,6,1826,5,A95
2062,686438,24,16,5,6,1826,5,A95
2063,28696,36,40,5,6,1826,5,A95
2064,592361,35,17,10,4,3653,11,A95
2065,189244,11,10,10,6,3653,11,A95
2066,189244,11,7,10,6,3653,11,A95
2067,189244,11,15,10,6,3653,11,A95
2068,189244,11,16,10,6,3652,10,A95
2069,1568738,32,31,10,6,3653,11,A95
2070,428129,11,41,10,6,3653,11,A95
2071,512679,21,15,10,6,3652,10,A95
2072,606654,31,24,10,6,3653,11,A95
2073,606654,31,14,10,6,3653,11,A95
2074,663300,38,52,10,3,3652,10,A95
2075,1069003,38,19,5,4,1826,5,A95
2076,362404,34,32,10,3,3653,11,A95
2077,1251627,32,46,10,6,3652,10,A95
2078,1607036,25,38,5,3,1827,6,A95
2079,889618,33,15,5,5,1826,5,A95
2080,1370558,31,28,10,3,3653,11,A95
2081,1889732,26,42,5,1,12054,34,A95
2082,990389,38,27,10,6,3653,11,A95
2083,1131785,38,19,10,6,3653,11,A95
2084,1131785,38,25,10,6,3653,11,A95
2085,1131785,21,9,5,5,1826,5,A95
2086,1131785,21,15,5,5,3652,10,A95
2087,764971,11,38,10,6,3653,11,A95
2088,1044501,33,14,5,1,3652,10,A95
2089,1040148,32,39,10,1,14976,42,A95
2090,1040148,32,65,10,1,15341,43,A95
2091,1040148,32,46,10,1,15341,43,A95
2092,299287,31,41,10,6,3652,10,A95
2093,1513583,37,29,15,1,5478,15,A95
2094,1086999,21,32,10,6,3653,11,A95
2095,1187313,11,31,5,3,1826,5,A95
2096,1465557,11,44,10,6,3652,10,A95
2097,1465557,11,43,10,6,3652,10,A95
2098,1015623,37,45,5,4,1826,5,A95
2099,1015623,37,62,5,4,1827,6,A95
2100,1913082,31,22,5,3,1826,5,A95
2101,1913082,31,26,5,3,1827,6,A95
2102,1408858,35,53,5,3,1826,5,A95
2103,745201,22,26,10,6,3652,10,A95
2104,1857039,31,28,5,4,1826,5,A95
2105,1857039,31,39,5,4,1827,6,A95
2106,619965,31,29,10,6,3652,10,A95
2107,394618,37,53,10,1,3653,11,A95
2108,640276,31,44,10,6,3653,11,A95
2109,1233084,21,36,10,1,18627,51,A95
2110,1233084,21,31,5,3,1826,5,A95
2111,433303,35,29,10,6,3652,10,A95
2112,433303,35,15,10,6,3652,10,A95
2113,1915787,31,56,5,3,1827,6,A95
2114,640253,11,23,10,6,3652,10,A95
2115,1770037,23,57,5,6,1826,5,A95
2116,1770037,23,57,5,6,1826,5,A95
2117,1452929,25,57,10,6,3653,11,A95
2118,443930,33,51,10,1,3653,11,A95
2119,1054040,36,57,5,6,1827,6,A95
2120,1054040,36,46,5,6,1826,5,A95
2121,1203035,11,34,10,2,3653,11,A95
2122,775649,34,40,10,6,3653,11,A95
2123,1489573,33,34,10,6,3653,11,A95
2124,1202444,32,64,10,1,3653,11,A95
2125,900927,38,31,10,1,3652,10,A95
2126,196519,31,25,5,6,1826,5,A95
2127,1024788,31,18,10,6,3653,11,A95
2128,870012,34,22,10,3,3653,11,A95
2129,1263069,23,24,15,6,5479,16,A95
2130,865771,31,38,5,6,1826,5,A95
2131,1632244,38,48,14,1,5113,14,A95
2132,1530247,38,24,5,6,1826,5,A95
2133,1530247,38,24,5,6,1826,5,A95
2134,1530247,38,14,10,6,1826,5,A95
2135,1530247,38,14,10,6,1826,5,A95
2136,878235,38,19,5,1,1826,5,A95
2137,187707,22,14,5,5,1826,5,A95
2138,187707,22,27,5,5,3653,11,A95
2139,55373,34,28,5,1,1826,5,A95
2140,344202,35,28,10,6,20089,56,A95
2141,344202,35,28,10,6,3652,10,A95
2142,380857,33,14,10,6,3653,11,A95
2143,380857,33,35,10,6,3652,10,A95
2144,1671707,25,32,10,1,3653,11,A95
2145,764293,37,23,5,5,3652,10,A95
2146,414415,31,19,10,6,3653,11,A95
2147,1646976,31,13,10,6,3653,11,A95
2148,1646976,31,16,10,6,3653,11,A95
2149,1192887,21,20,5,3,1826,5,A95
2150,1296517,39,40,15,1,5479,16,A95
2151,1229036,31,38,10,6,3653,11,A95
2152,492560,11,24,10,6,3653,11,A95
2153,1268544,39,48,15,1,5478,15,A95
2154,1777880,11,28,3,6,1096,4,A95
2155,1777880,11,15,10,6,3653,11,A95
2156,1847284,34,37,10,6,3652,10,A95
2157,961314,35,3,10,6,3652,10,A95
2158,961314,35,2,10,6,3652,10,A95
2159,1191314,31,50,10,3,3652,10,A95
2160,1076978,22,28,10,6,3653,11,A95
2161,1615307,31,26,10,3,3652,10,A95
2162,1948236,32,16,5,4,1826,5,A95
2163,1718745,31,35,10,6,3652,10,A95
2164,370190,31,41,15,1,5478,15,A95
2165,1189774,21,63,10,6,3653,11,A95
2166,1535621,25,15,10,6,3652,10,A95
2167,1535621,25,20,10,6,3652,10,A95
2168,742330,11,19,5,6,1827,6,A95
2169,1816531,23,48,10,6,3652,10,A95
2170,597679,31,39,10,1,3652,10,A95
2171,268648,22,44,10,6,3652,10,A95
2172,637466,31,35,10,6,3652,10,A95
2173,637466,31,34,10,6,3652,10,A95
2174,637466,31,10,10,6,3652,10,A95
2175,817083,33,36,10,99,12419,35,A95
2176,889716,11,54,10,6,3652,10,A95
2177,1012504,31,33,10,6,3653,11,A95
2178,1849139,31,12,5,5,3652,10,A95
2179,239014,33,20,10,3,3653,11,A95
2180,285836,33,26,5,1,1827,6,A95
2181,605299,21,38,10,1,3653,11,A95
2182,1710649,21,45,10,6,3652,10,A95
2183,1701048,33,25,10,6,3652,10,A95
2184,1772391,34,19,10,6,3653,11,A95
2185,1772391,34,34,10,6,3652,10,A95
2186,1289897,24,29,10,6,3652,10,A95
2187,160260,31,22,10,6,3653,11,A95
2188,71967,36,22,20,3,7305,21,A95
2189,899919,21,46,10,6,3653,11,A95
2190,1873115,31,32,15,6,5479,16,A95
2191,270351,31,50,5,3,1826,5,A95
2192,1626944,11,160,5,6,1826,5,A95
2193,1626944,11,130,5,6,1826,5,A95
2194,121830,31,22,5,1,1827,6,A95
2195,1527635,31,27,10,6,3653,11,A95
2196,1776178,38,22,10,6,3652,10,A95
2197,1088317,31,53,20,1,20089,56,A95
2198,1317771,31,8,5,6,1827,6,A95
2199,1317771,31,21,5,6,1827,6,A95
2200,1616657,31,11,10,6,3653,11,A95
2201,1518486,31,21,10,6,3652,10,A95
2202,677324,34,35,5,6,1826,5,A95
2203,82047,34,13,5,5,3652,10,A95
2204,82047,34,30,5,3,1826,5,A95
2205,1254396,31,30,5,3,1826,5,A95
2206,1254396,31,32,5,3,1827,6,A95
2207,1497235,31,20,15,6,5479,16,A95
2208,1558217,37,25,10,6,3653,11,A95
2209,1558217,37,13,10,6,3653,11,A95
2210,479646,38,33,10,3,3652,10,A95
2211,795267,23,46,10,6,3653,11,A95
2212,1778906,31,8,10,6,3652,10,A95
2213,327536,31,38,10,6,3652,10,A95
2214,927462,24,48,5,6,1826,5,A95
2215,927462,24,37,5,6,1826,5,A95
2216,1957740,11,43,5,1,3652,10,A95
2217,1957740,11,21,5,1,1826,5,A95
2218,739209,23,21,10,6,3653,11,A95
2219,739209,23,11,10,6,3653,11,A95
2220,739209,23,13,10,6,3652,10,A95
2221,1835514,31,45,10,6,3653,11,A95
2222,1192087,32,40,5,6,1827,6,A95
2223,1192087,32,31,5,6,1826,5,A95
2224,1504820,32,22,10,1,3652,10,A95
2225,1791483,31,45,10,3,3653,11,A95
2226,741629,31,85,15,2,6940,20,A95
2227,741629,31,80,15,2,6940,20,A95
2228,615984,31,39,5,6,1826,5,A95
2229,78129,11,31,10,6,3652,10,A95
2230,1549682,36,22,10,3,3652,10,A95
2231,1244149,11,17,10,3,3652,10,A95
2232,1004849,11,33,15,6,5479,16,A95
2233,870349,31,48,10,3,17897,50,A95
2234,1489219,31,42,20,1,21549,59,A95
2235,1489219,31,32,20,1,22280,62,A95
2236,1088962,11,36,5,3,1826,5,A95
2237,834372,11,22,10,6,3652,10,A95
2238,834372,11,16,10,6,3653,11,A95
2239,171353,31,30,10,6,3652,10,A95
2240,171353,31,32,10,6,3653,11,A95
2241,171353,31,21,10,6,3653,11,A95
2242,939104,37,42,10,6,3652,10,A95
2243,939104,37,39,10,6,3653,11,A95
2244,939104,37,22,10,6,3653,11,A95
2245,553282,31,48,15,1,5479,16,A95
2246,765173,33,32,10,6,3653,11,A95
2247,765173,33,21,10,6,3653,11,A95
2248,421191,23,7,10,7,3652,10,A95
2249,1739908,11,29,10,6,3653,11,A95
2250,472834,31,34,10,6,3653,11,A95
2251,1705099,37,27,5,4,1826,5,A95
2252,1705099,37,27,5,4,1826,5,A95
2253,1678461,38,26,15,6,5479,16,A95
2254,1455477,31,44,10,6,3652,10,A95
2255,1455477,31,29,10,6,3653,11,A95
2256,1783429,31,38,10,1,3653,11,A95
2257,1451206,31,31,10,3,3653,11,A95
2258,1835627,31,32,10,6,3653,11,A95
2259,1011432,34,15,5,5,1827,6,A95
2260,1011432,34,17,5,5,1827,6,A95
2261,478962,38,32,5,6,1826,5,A95
2262,478962,38,32,5,6,1826,5,A95
2263,328152,36,16,5,1,1826,5,A95
2264,925248,31,64,10,3,3653,11,A95
2265,1381406,31,13,5,1,1826,5,A95
2266,115434,36,12,10,6,3652,10,A95
2267,1631808,31,56,10,1,3653,11,A95
2268,447230,11,35,5,6,1827,6,A95
2269,447230,11,26,5,6,1826,5,A95
2270,523293,34,23,5,6,1827,6,A95
2271,1625956,26,18,10,6,3652,10,A95
2272,736735,31,26,10,6,3652,10,A95
2273,736735,31,49,10,6,3652,10,A95
2274,1085763,11,44,10,6,3652,10,A95
2275,1822417,33,82,10,4,13149,37,A95
2276,1870674,36,27,10,6,3652,10,A95
2277,710849,11,32,5,6,1826,5,A95
2278,1860601,11,25,10,1,3653,11,A95
2279,1884783,22,17,10,6,3653,11,A95
2280,1884783,22,27,10,6,3653,11,A95
2281,768486,31,28,5,6,1826,5,A95
2282,320311,31,36,10,6,3653,11,A95
2283,1774927,22,20,10,6,3653,11,A95
2284,1202330,31,10,10,6,3653,11,A95
2285,1202330,31,18,10,6,3653,11,A95
2286,1202330,31,27,10,6,3653,11,A95
2287,309329,22,33,10,3,3652,10,A95
2288,795541,35,69,5,3,1826,5,A95
2289,111058,11,26,20,6,7305,21,A95
2290,319423,21,11,5,1,1826,5,A95
2291,634550,11,40,10,3,3653,11,A95
2292,201777,23,57,5,1,1827,6,A95
2293,760632,31,25,5,3,1826,5,A95
2294,760632,31,23,10,6,3653,11,A95
2295,1834232,34,21,5,6,1826,5,A95
2296,1834232,34,26,5,6,1827,6,A95
2297,1834232,34,8,5,6,1827,6,A95
2298,262610,31,29,10,6,3653,11,A95
2299,800217,35,23,10,1,3652,10,A95
2300,123586,34,35,5,3,1826,5,A95
2301,1428702,25,79,10,3,3653,11,A95
2302,296501,25,19,30,1,10957,30,A95
2303,630054,25,28,5,6,1826,5,A95
2304,630054,25,35,5,6,1827,6,A95
2305,224181,31,31,10,3,3653,11,A95
2306,1683367,31,30,10,3,3652,10,A95
2307,1622038,31,53,5,6,1826,5,A95
2308,1622038,31,67,5,6,1827,6,A95
2309,1302319,31,72,5,1,6209,17,A95
2310,1179186,31,23,10,3,3653,11,A95
2311,1268027,31,27,5,6,1826,5,A95
2312,1268027,31,23,5,6,1826,5,A95
2313,452705,11,29,5,3,1826,5,A95
2314,1266057,24,38,10,6,3652,10,A95
2315,852395,25,22,5,6,1826,5,A95
2316,852395,25,26,5,6,1827,6,A95
2317,1586933,22,15,5,6,1826,5,A95
2318,1586933,22,27,10,6,3652,10,A95
2319,1010347,11,37,10,6,3652,10,A95
2320,1575349,31,30,10,6,3652,10,A95
2321,1575349,31,19,10,6,3652,10,A95
2322,596104,31,24,5,6,1826,5,A95
2323,596104,31,43,5,6,1827,6,A95
2324,596104,31,43,5,6,1827,6,A95
2325,346752,31,19,5,3,1826,5,A95
2326,535084,21,68,10,1,3652,10,A95
2327,694407,11,48,10,1,3653,11,A95
2328,308406,21,51,10,1,3652,10,A95
2329,1917101,31,36,10,6,3652,10,A95
2330,1493216,32,42,10,6,3653,11,A95
2331,894744,31,22,5,6,1826,5,A95
2332,894744,31,28,5,6,1827,6,A95
2333,894744,31,36,5,6,1826,5,A95
2334,1317728,38,20,5,6,1826,5,A95
2335,1317728,38,22,5,6,1826,5,A95
2336,981086,11,21,5,6,1826,5,A95
2337,981086,11,24,5,6,1827,6,A95
2338,843508,31,20,5,6,1827,6,A95
2339,1507183,38,30,15,6,5479,16,A95
2340,684060,11,31,5,6,1826,5,A95
2341,684060,11,31,5,6,1826,5,A95
2342,561229,31,35,10,6,3653,11,A95
2343,1654986,32,30,5,3,1827,6,A95
2344,993430,38,49,10,6,3653,11,A95
2345,1537331,21,26,15,1,5479,16,A95
2346,1632196,31,29,5,5,3652,10,A95
2347,1254812,23,20,10,6,3652,10,A95
2348,592907,38,31,10,6,3653,11,A95
2349,768233,33,35,10,6,3653,11,A95
2350,51353,36,31,5,6,1826,5,A95
2351,305491,39,36,10,1,3653,11,A95
2352,1573806,31,39,10,6,3653,11,A95
2353,1573806,31,32,10,6,3653,11,A95
2354,1370937,11,32,10,6,3653,11,A95
2355,1370937,11,12,10,6,3653,11,A95
2356,1935108,31,31,10,3,3653,11,A95
2357,1043785,11,24,10,6,3653,11,A95
2358,1123493,32,42,5,6,1826,5,A95
2359,1123493,32,33,5,6,1826,5,A95
2360,1420099,11,28,10,6,3653,11,A95
2361,449686,21,31,5,6,1826,5,A95
2362,1149873,38,16,5,1,1826,5,A95
2363,881822,31,11,5,1,3652,10,A95
2364,958675,33,14,5,5,3652,10,A95
2365,692502,38,33,20,3,9496,26,A95
2366,692502,38,28,20,3,9496,26,A95
2367,614174,37,55,10,1,3653,11,A95
2368,1491414,33,25,10,6,3652,10,A95
2369,1383012,24,47,10,6,19359,54,A95
2370,555063,11,23,10,6,3653,11,A95
2371,1058596,11,14,5,6,1826,5,A95
2372,1225148,39,31,10,6,3652,10,A95
2373,1225148,39,12,10,6,3653,11,A95
